vcfname	strainName	paper_year	PRJcode	clade/population/classification
ERR1308978	ATS	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309313	ATV	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1308690	AVB	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1309002	AVC	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308761	AVD	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309257	AVH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309496	AVI	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1308973	AVK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308878	AVL	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309508	AVM	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309191	AVN	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309235	AVP	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309333	AVQ	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309185	AVR	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308654	AVS	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308900	AVT	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308833	AVV	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
SRR7851788	B1-1	Duan_2019	PRJNA396809	Milk
ERR1309382	BAA	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308961	BAB	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308796	BAC	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309504	BAD	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308719	BAE	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309149	BAF	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309520	BAG	PeterandDeChiara_2018	PRJEB13017	15. CHNII 
ERR1309120	BAH	PeterandDeChiara_2018	PRJEB13017	15. CHNII 
ERR1309197	BAI	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1308953	BAK	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1308996	BAL	PeterandDeChiara_2018	PRJEB13017	16. CHNI
ERR1309243	BAM	PeterandDeChiara_2018	PRJEB13017	14. CHNIII 
ERR1309349	BAN	PeterandDeChiara_2018	PRJEB13017	20. CHN V 
ERR1309370	BAP	PeterandDeChiara_2018	PRJEB13017	20. CHN V 
ERR1308854	BAQ	PeterandDeChiara_2018	PRJEB13017	14. CHNIII 
ERR1308835	BAR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308632	BAS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309295	BAT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309479	BAV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308718	BBA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308613	BBB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308693	BBC	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309196	BBD	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309236	BBE	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308652	BBF	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309440	BBG	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1308705	BBH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1309221	BBI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308931	BBK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308793	BBL	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309366	BBM	PeterandDeChiara_2018	PRJEB13017	?
ERR1308640	BBP	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309256	BBQ	PeterandDeChiara_2018	PRJEB13017	4. Mediterranean oak 
ERR1308666	BBR	PeterandDeChiara_2018	PRJEB13017	?
ERR1309052	BBS	PeterandDeChiara_2018	PRJEB13017	4. Mediterranean oak 
ERR1308730	BBT	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308674	BBV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309307	BCA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 3)
ERR1309269	BCB	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309046	BCC	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308841	BCD	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309177	BCE	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309105	BCF	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309193	BCG	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308888	BCH	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308889	BCI	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309337	BCK	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308742	BCL	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309306	BCM	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308824	BCN	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308848	BCP	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309332	BCQ	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309079	BCR	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308581	BCS	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309279	BCT	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309097	BCV	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309516	BDA	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309348	BDB	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309251	BDC	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308865	BDD	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1308882	BDE	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1308842	BDF	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309086	BDG	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309015	BDH	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309129	BDI	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309132	BDK	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309445	BDL	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309229	BDM	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308696	BDN	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308913	BDP	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308904	BDQ	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308787	BDR	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309396	BDS	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309413	BDT	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308748	BDV	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
SRR5678584	BE001	Gallone_2016	PRJNA323691	Britain
SRR5678585	BE002	Gallone_2016	PRJNA323691	Beer2
SRR5678608	BE003	Gallone_2016	PRJNA323691	Beer2
SRR5678609	BE004	Gallone_2016	PRJNA323691	Beer2
SRR5678606	BE005	Gallone_2016	PRJNA323691	Mixed
SRR5678607	BE006	Gallone_2016	PRJNA323691	Mixed
SRR5678596	BE007	Gallone_2016	PRJNA323691	US
SRR5678600	BE008	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678576	BE009	Gallone_2016	PRJNA323691	Britain
SRR5678577	BE010	Gallone_2016	PRJNA323691	Britain
SRR5678570	BE011	Gallone_2016	PRJNA323691	Beer2
SRR5678571	BE012	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678568	BE013	Gallone_2016	PRJNA323691	Beer2
SRR5678569	BE014	Gallone_2016	PRJNA323691	Wine
SRR5678566	BE015	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678567	BE016	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678564	BE017	Gallone_2016	PRJNA323691	Mosaic
SRR5678565	BE018	Gallone_2016	PRJNA323691	Mosaic
SRR5678572	BE019	Gallone_2016	PRJNA323691	Mosaic
SRR5678573	BE020	Gallone_2016	PRJNA323691	Wine
SRR5678680	BE021	Gallone_2016	PRJNA323691	Beer2
SRR5678679	BE022	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678678	BE023	Gallone_2016	PRJNA323691	Mixed
SRR5678677	BE024	Gallone_2016	PRJNA323691	Wine
SRR5678676	BE025	Gallone_2016	PRJNA323691	Mixed
SRR5678675	BE026	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678674	BE027	Gallone_2016	PRJNA323691	Beer2
SRR5678673	BE028	Gallone_2016	PRJNA323691	Mixed
SRR5678672	BE029	Gallone_2016	PRJNA323691	Mixed
SRR5678671	BE030	Gallone_2016	PRJNA323691	Wine
SRR5678683	BE031	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678684	BE032	Gallone_2016	PRJNA323691	Beer2
SRR5678685	BE033	Gallone_2016	PRJNA323691	Wine
SRR5678686	BE034	Gallone_2016	PRJNA323691	Beer2
SRR5678687	BE035	Gallone_2016	PRJNA323691	Mosaic
SRR5678688	BE036	Gallone_2016	PRJNA323691	Britain
SRR5678689	BE037	Gallone_2016	PRJNA323691	Britain
SRR5678690	BE038	Gallone_2016	PRJNA323691	Mixed
SRR5678681	BE039	Gallone_2016	PRJNA323691	Beer2
SRR5678682	BE040	Gallone_2016	PRJNA323691	Beer2
SRR5678616	BE041	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5678615	BE042	Gallone_2016	PRJNA323691	Mosaic
SRR5678618	BE043	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688140	BE044	Gallone_2016	PRJNA323691	US
SRR5688142	BE045	Gallone_2016	PRJNA323691	Britain
SRR5688144	BE046	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688146	BE047	Gallone_2016	PRJNA323691	Britain
SRR5688148	BE048	Gallone_2016	PRJNA323691	Britain
SRR5688150	BE049	Gallone_2016	PRJNA323691	Britain
SRR5688152	BE050	Gallone_2016	PRJNA323691	Britain
SRR5688154	BE051	Gallone_2016	PRJNA323691	US
SRR5688156	BE052	Gallone_2016	PRJNA323691	NS
SRR5688158	BE053	Gallone_2016	PRJNA323691	Britain
SRR5688160	BE054	Gallone_2016	PRJNA323691	Britain
SRR5688162	BE055	Gallone_2016	PRJNA323691	Britain
SRR5688164	BE056	Gallone_2016	PRJNA323691	Britain
SRR5688166	BE057	Gallone_2016	PRJNA323691	Mosaic
SRR5688168	BE058	Gallone_2016	PRJNA323691	Mosaic
SRR5688170	BE059	Gallone_2016	PRJNA323691	Beer2
SRR5688172	BE060	Gallone_2016	PRJNA323691	Mosaic
SRR5688174	BE061	Gallone_2016	PRJNA323691	Mixed
SRR5688176	BE062	Gallone_2016	PRJNA323691	Beer2
SRR5688178	BE063	Gallone_2016	PRJNA323691	Beer2
SRR5688180	BE064	Gallone_2016	PRJNA323691	Britain
SRR5688182	BE065	Gallone_2016	PRJNA323691	US
SRR5688184	BE066	Gallone_2016	PRJNA323691	Britain
SRR5688186	BE067	Gallone_2016	PRJNA323691	US
SRR5688188	BE068	Gallone_2016	PRJNA323691	US
SRR5688190	BE069	Gallone_2016	PRJNA323691	Britain
SRR5688192	BE070	Gallone_2016	PRJNA323691	Britain
SRR5688194	BE071	Gallone_2016	PRJNA323691	US
SRR5688196	BE072	Gallone_2016	PRJNA323691	Mosaic
SRR5688198	BE073	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688200	BE074	Gallone_2016	PRJNA323691	Mosaic
SRR5688202	BE075	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688204	BE076	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688206	BE077	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688208	BE078	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688210	BE079	Gallone_2016	PRJNA323691	Britain
SRR5688212	BE080	Gallone_2016	PRJNA323691	Beer2
SRR5688214	BE081	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688216	BE082	Gallone_2016	PRJNA323691	US
SRR5688218	BE083	Gallone_2016	PRJNA323691	Beer2
SRR5688220	BE084	Gallone_2016	PRJNA323691	Beer2
SRR5688222	BE085	Gallone_2016	PRJNA323691	Beer2
SRR5688224	BE086	Gallone_2016	PRJNA323691	Beer2
SRR5688226	BE087	Gallone_2016	PRJNA323691	Belgium/Germany
SRR5688228	BE088	Gallone_2016	PRJNA323691	Wine
SRR5688230	BE089	Gallone_2016	PRJNA323691	Britain
SRR5688232	BE090	Gallone_2016	PRJNA323691	Britain
SRR5688234	BE091	Gallone_2016	PRJNA323691	Beer2
SRR5688236	BE092	Gallone_2016	PRJNA323691	Beer2
SRR5688238	BE093	Gallone_2016	PRJNA323691	Mosaic
SRR5688240	BE094	Gallone_2016	PRJNA323691	Britain
SRR5688242	BE095	Gallone_2016	PRJNA323691	NS
SRR5688244	BE096	Gallone_2016	PRJNA323691	NS
SRR5688246	BE097	Gallone_2016	PRJNA323691	NS
SRR5688248	BE098	Gallone_2016	PRJNA323691	US
SRR5688250	BE099	Gallone_2016	PRJNA323691	Britain
SRR5688252	BE100	Gallone_2016	PRJNA323691	Britain
SRR5688254	BE101	Gallone_2016	PRJNA323691	Britain
SRR5688256	BE102	Gallone_2016	PRJNA323691	US
ERR1308785	BEA	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308591	BEB	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309467	BEC	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309232	BED	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308727	BEE	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308868	BEF	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308857	BEG	PeterandDeChiara_2018	PRJEB13017	?
ERR1308911	BEH	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308758	BEI	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308948	BEK	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309384	BEM	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309147	BEN	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308821	BEP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308930	BEQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308894	BER	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309142	BES	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309096	BET	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308991	BEV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309293	BFA	PeterandDeChiara_2018	PRJEB13017	?
ERR1308764	BFB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1309371	BFC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309389	BFD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1309274	BFE	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309059	BFG	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309204	BFH	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308921	BFK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308808	BFL	PeterandDeChiara_2018	PRJEB13017	?
ERR1308976	BFM	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309053	BFN	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309488	BFP	PeterandDeChiara_2018	PRJEB13017	4. Mediterranean oak 
ERR1308789	BFQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309027	BFR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308798	BFS	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309477	BFT	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309014	BFV	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308797	BGA	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309048	BGB	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308856	BGC	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309432	BGD	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308752	BGE	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309446	BGF	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309365	BGG	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308779	BGH	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308910	BGI	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309230	BGK	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309362	BGL	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309503	BGM	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309392	BGN	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309402	BGP	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308997	BGQ	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308733	BGR	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309138	BGS	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309188	BGT	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309426	BGV	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308836	BHA	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308877	BHB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309330	BHC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309491	BHD	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309344	BHE	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309275	BHF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308969	BHG	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1308984	BHH	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309276	BHI	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1308946	BHK	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1308743	BHL	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309207	BHM	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309485	BHN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308760	BHP	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308906	BHQ	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308872	BHR	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309199	BHS	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309417	BHT	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309209	BHV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR5678612	BI001	Gallone_2016	PRJNA323691	Asian
SRR5678610	BI002	Gallone_2016	PRJNA323691	Mosaic
SRR5678579	BI003	Gallone_2016	PRJNA323691	Asian
SRR5678578	BI004	Gallone_2016	PRJNA323691	Asian
SRR5678581	BI005	Gallone_2016	PRJNA323691	Mosaic
ERR1309077	BIA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308672	BIB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR266420	BIBVC5.3	Ramazzotti_2018	PRJEB1871	insect intestine
ERR1309518	BIC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308662	BID	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309250	BIE	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309328	BIF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308962	BIG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309428	BIH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308846	BII	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309245	BIK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309475	BIL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309106	BIM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309126	BIN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309360	BIP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309399	BIQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309247	BIR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308653	BIS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309505	BIT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR7851742	BJ1	Duan_2019	PRJNA396809	Mantou 7
SRR7851855	BJ10	Duan_2019	PRJNA396809	CHN-VIII
SRR7851854	BJ11	Duan_2019	PRJNA396809	CHN-VIII
SRR7851749	BJ13	Duan_2019	PRJNA396809	CHN-VIII
SRR7851731	BJ14	Duan_2019	PRJNA396809	CHN-IV
SRR7851688	BJ15	Duan_2019	PRJNA396809	CHN-IV
SRR7851687	BJ16	Duan_2019	PRJNA396809	CHN-IV
SRR7851690	BJ17	Duan_2019	PRJNA396809	CHN-IV
SRR7851689	BJ18	Duan_2019	PRJNA396809	CHN-IV
SRR7851692	BJ19	Duan_2019	PRJNA396809	CHN-IV
SRR7851851	BJ2	Duan_2019	PRJNA396809	CHN-VIII
SRR7851691	BJ20	Duan_2019	PRJNA396809	CHN-IV
SRR7851694	BJ21	Duan_2019	PRJNA396809	CHN-IV
SRR7851693	BJ22	Duan_2019	PRJNA396809	CHN-IV
SRR7851695	BJ24	Duan_2019	PRJNA396809	CHN-IV
SRR7851698	BJ25	Duan_2019	PRJNA396809	CHN-IV
SRR7851757	BJ26	Duan_2019	PRJNA396809	CHN-IV
SRR7851762	BJ27	Duan_2019	PRJNA396809	CHN-IV
SRR7851830	BJ28	Duan_2019	PRJNA396809	CHN-VI/VII
SRR7851720	BJ3	Duan_2019	PRJNA396809	CHN-IV
SRR7851828	BJ4	Duan_2019	PRJNA396809	CHN-VI/VII
SRR7851850	BJ5	Duan_2019	PRJNA396809	CHN-VIII
SRR7851727	BJ6	Duan_2019	PRJNA396809	CHN-IV
SRR7851827	BJ7	Duan_2019	PRJNA396809	CHN-VI/VII
SRR7851744	BJ8	Duan_2019	PRJNA396809	CHN-IV
SRR7851849	BJ9	Duan_2019	PRJNA396809	CHN-VIII
ERR1309058	BKA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308951	BKC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309176	BKD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308684	BKE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308838	BKF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309315	BKG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309116	BKH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309186	BKI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308954	BKK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309072	BKL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308584	BKM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309480	BKN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309023	BKP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308861	BKQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309246	BKR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308661	BKS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309394	BKT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308826	BLA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308844	BLB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308757	BLC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309474	BLD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308668	BLE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309042	BLF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309215	BLG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309397	BLH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309182	BLI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308599	BLK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309302	BLL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308884	BLM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309476	BLN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309109	BLP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308898	BLQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309223	BLR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308989	BLS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309425	BLT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308687	BLV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR7851800	BM5.1	Duan_2019	PRJNA396809	Mosaic
ERR1309324	BMA	PeterandDeChiara_2018	PRJEB13017	19. Malaysian 
ERR1308675	BMB	PeterandDeChiara_2018	PRJEB13017	19. Malaysian 
ERR1309525	BMC	PeterandDeChiara_2018	PRJEB13017	19. Malaysian 
ERR1309403	BMD	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309062	BME	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308611	BMF	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309341	BMG	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309252	BMH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
ERR1308709	BMI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
ERR1309395	BMK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
